1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,53.35998000000001,-0.01987,347.12981,-2.9999999999999997e-05,78.93,100.00014,55.68006999999999,-0.9999899999999999,-0.00098,80.76002,32.17009,442.43974000000003,28.91998,96.74994000000001,25.20001,1018.0800300000001,797.59966,3.11627,358.74995,100.00015,7.073980000000001,47.51993,31.59,1151.2720800000002,51.57997,28.965,119.61825,199.97978999999998,79.49991999999999,79.17497,0.29998,426.33012,10.499889999999999,8.98513,78.99988,185.1601,34.259890000000006,79.73005,0.00486
11,53.35998000000001,-0.019809999999999998,347.12976000000003,-0.00016,78.92992,99.99999,55.68017,-0.99997,-0.0009,80.75989,32.1699,442.43985999999995,28.91998,96.74999,25.20007,1018.07985,797.59977,3.1164,358.75,99.99991999999999,7.073860000000001,47.51993,31.59,1151.2720199999999,51.58014,28.965,119.61818000000001,199.97988999999998,79.50012,79.62513,0.30016,426.32998,10.500110000000001,9.64493,78.99996999999999,185.16002,34.260020000000004,79.73013,0.00514
12,53.3601,-0.020059999999999998,347.12977,2e-05,78.93004,99.99987,55.679809999999996,-0.9999299999999999,-0.00085,80.75997,32.17009,442.43972,28.9201,96.74995,25.20008,1018.0799800000001,797.59975,3.11643,358.74992000000003,99.99981,7.074039999999999,47.520109999999995,31.59023,1151.27215,51.57998,28.965059999999998,119.61814,199.97988,79.50015,79.62495,0.29966,426.32977999999997,10.500160000000001,9.64498,79.00001999999999,185.16015,34.260040000000004,79.7298,0.0049700000000000005
13,53.35991,-0.02,347.12976000000003,0.00021,78.92996,99.99993,55.679959999999994,-0.9999299999999999,-0.00085,80.76011,32.16993,442.43985999999995,28.92006,96.74991999999999,25.29992,1018.0800300000001,797.59955,3.11638,358.74981,99.99994000000001,7.07408,47.519870000000004,31.58997,1151.27182,51.57998,28.96515,119.61806999999999,199.97996,79.49994000000001,79.62504,0.29995,426.32999,10.499830000000001,9.64511,79.00005,185.16005,34.2599,79.72979000000001,0.00495
14,53.35994,-0.020040000000000002,347.12987999999996,-5e-05,78.93002,99.99994000000001,55.680040000000005,-0.9999600000000001,-0.00081,80.76008,32.16992,442.43990999999994,28.9202,96.74999,25.29991,1018.0799199999999,797.59976,3.1164400000000003,358.74998999999997,100.00001999999999,7.07397,47.52008,31.589979999999997,1151.27203,51.57998,28.96514,119.61802,199.97994,79.49998000000001,79.62501999999999,0.30004000000000003,426.32993,10.500160000000001,9.64508,79.00001,185.15999,34.26017,79.73005,0.0049700000000000005
15,53.35999,-0.019809999999999998,347.13003,-2.9999999999999997e-05,78.93,99.99984,55.68006,-1.00013,-0.00075,80.75995999999999,32.169740000000004,442.43974000000003,28.919970000000003,96.7499,25.30001,1018.0799699999999,797.5999,3.11634,358.74995,100.00014,7.07401,47.520109999999995,31.589879999999997,1151.27196,51.57993,28.964979999999997,119.61809,199.97985,79.50001,79.62496,0.2999,426.3298,10.49998,9.6451,79.00005,185.16024,34.26005,79.72989,0.00498
16,53.360119999999995,-0.01993,347.12986,4e-05,78.93003,100.00001,55.680130000000005,-0.9999600000000001,-0.0008900000000000001,80.76005,32.16993,442.43971,28.92002,96.74988,25.29986,1018.08006,797.59972,3.11637,366.10007,100.0,7.07397,47.520109999999995,31.589979999999997,1157.85302,51.57996,28.965120000000002,119.61832,199.97997,79.49985,79.62496999999999,0.29995,426.32995999999997,10.49997,9.64494,78.99999,185.16008,34.25998,79.73011,0.00509
17,51.24009,-0.02008,347.12985,0.00011,78.92999,100.00004,55.679880000000004,-1.0001200000000001,-0.0008900000000000001,80.75994,32.16997,442.43989000000005,28.919829999999997,96.75,25.29994,1018.0800300000001,797.59966,3.11617,366.09987,100.00008000000001,7.07395,47.51996,31.590159999999997,1157.85304,51.58,28.965090000000004,119.61825,199.97996,79.50001,79.62505,0.29991,426.32993,10.5,8.8502,78.99996,185.15997,34.259859999999996,79.73014,0.00495
18,51.23993,-0.020069999999999998,347.12992,-0.00016,78.92988000000001,99.99996,55.67994,-1.00013,-0.00067,80.75990999999999,32.169740000000004,442.43979,28.9199,96.75013,25.299889999999998,1018.0799900000001,788.7998200000001,3.11625,366.09997000000004,100.00010999999999,7.0740300000000005,47.52002,31.590059999999998,1157.85294,51.57994,28.96507,119.61805,199.98013,79.49982,79.62505,0.30002,426.33002,10.50005,8.85023,78.99998000000001,185.16025,34.260040000000004,79.72995,0.00513
19,51.23976,-0.020130000000000002,347.13009,0.00013000000000000002,78.92994,99.99991999999999,55.679919999999996,-0.99989,-0.00081,80.30996999999999,32.29002,442.43976,28.91984,96.75005,25.3,1018.0799400000001,788.79985,3.11651,384.9999,100.0,7.0740300000000005,47.519859999999994,31.589940000000002,1157.85301,51.58003,28.964959999999998,119.61802,199.97988999999998,79.49991,79.62482,0.29994,426.33002,10.49998,8.850010000000001,78.99982,185.15985,34.260020000000004,79.72995,0.0049700000000000005
20,51.24002,-0.02005,347.12989,0.00016999999999999999,78.93007,99.99998000000001,55.680119999999995,-0.99987,-0.00079,80.30999,32.28998,442.43983,28.920009999999998,96.74993,25.29995,1018.0798900000001,788.7997799999999,3.11658,384.99976000000004,100.00010999999999,7.0740300000000005,47.52005,31.5899,1157.85312,51.57996,28.965090000000004,119.61797,199.97988,79.49996999999999,79.62473,0.29996,426.33002999999997,10.49996,8.850010000000001,78.99977,185.16003999999998,34.25992,79.72999,0.00487
21,51.240120000000005,-0.02005,347.12989,-0.0,78.93,100.00014,55.68003,-0.9999399999999999,-0.00082,80.30999,32.28993,442.43992000000003,28.9199,96.75001999999999,25.30016,1018.08007,788.79988,3.11646,384.99989,100.0002,7.07401,47.52009,31.589959999999998,1157.85283,51.57993,28.964840000000002,119.61816999999999,199.9798,79.49996,79.62481,0.29982,426.32998,10.49993,8.8499,78.99984,185.16003999999998,34.26005,79.73002,0.00505
22,51.239979999999996,-0.0199,347.13007000000005,5.9999999999999995e-05,78.93015,100.00001,55.68,-1.00005,-0.0007599999999999999,80.30998000000001,32.29005,442.43971,28.919990000000002,96.74989000000001,25.30015,1018.0798699999999,788.79998,3.11647,384.9998,100.0001,7.074,47.52012,31.58987,1157.85305,51.58025,28.96503,119.61823000000001,199.97991000000002,79.49991999999999,79.62493,0.29989,426.33000999999996,10.50002,8.849969999999999,79.00001999999999,185.15998000000002,34.260090000000005,79.73002,0.0050799999999999994
23,51.23999,-0.01984,347.13005,-4e-05,78.92993,100.0,55.68001999999999,-0.9999899999999999,-0.0009,80.31002,32.29006,442.43982,28.91984,96.75021,25.29999,1018.0799599999999,788.79989,3.11646,384.99978,99.99985,7.0741,47.519870000000004,31.59011,1157.85318,51.58011,28.965120000000002,119.61806999999999,199.9799,79.20016,79.62496,0.30006,426.32984000000005,10.49996,8.85,78.99998000000001,185.1598,34.26013,79.72997,0.0049700000000000005
24,51.239909999999995,-0.019809999999999998,347.12981,-5.9999999999999995e-05,78.93005,100.0001,55.67995,-0.99982,-0.00067,80.30995,32.29002,442.43975,28.91985,96.7001,25.30003,1018.0798199999999,788.7998299999999,3.11633,384.99981,99.99991,7.07383,47.520070000000004,31.58997,1157.85297,51.580020000000005,28.96483,119.61816,199.97984,79.19998000000001,79.62491,0.30003,426.3301,10.49986,8.85003,78.99987,185.15995,34.260040000000004,79.73021,0.00515
25,51.24001,-0.02,347.12984,-5.9999999999999995e-05,78.92987,100.00005,55.67989,-1.00003,-0.00091,80.31004,32.28995,442.43990999999994,28.9201,96.69986,25.3,1018.0798800000001,788.80013,3.11634,384.99981,100.00004,7.074089999999999,47.51996,31.58995,1157.853,51.58008,28.964909999999996,119.618,199.98004,79.19983,79.62496999999999,0.47997,426.32982999999996,10.49998,8.849910000000001,79.0001,185.15998000000002,34.2599,79.72991999999999,0.00495
26,53.16016,-0.01994,347.12996,-2.9999999999999997e-05,78.92984,99.99996,55.68003,-1.00006,-0.00073,80.3099,32.28989,442.43989000000005,28.91987,96.69991,25.299960000000002,1018.0802800000001,788.7998,3.11631,384.99962999999997,100.00001,7.073980000000001,47.51997,31.590009999999996,1157.8528800000001,51.57998,28.96507,119.83516000000002,199.97993,79.20011,79.62504,0.47994,426.33,10.499939999999999,8.85007,79.00008000000001,185.16005,34.2601,79.72995,0.00489
27,53.159980000000004,-0.01993,347.13007000000005,2e-05,78.93002,99.99999,55.679869999999994,-1.00006,-0.0009,80.31014,32.29012,442.43980999999997,28.919959999999996,96.70004,25.30001,1018.08009,788.7996400000001,3.1165599999999998,384.99967999999996,99.99988,7.07413,47.52004,31.589920000000003,1157.85296,51.5801,28.964990000000004,119.83516999999999,199.98006999999998,79.20013,79.62507,0.48008999999999996,426.32995,10.499939999999999,8.85,78.99993,185.15991,34.26,79.73015,0.00505
28,53.16004,-0.02005,347.12994,-4e-05,78.92994,100.00021,55.680009999999996,-0.99987,-0.00078,80.31006,32.28987,442.43979,28.91992,96.69969,25.29992,1018.07985,788.79986,3.11646,384.99971,100.0,7.0739399999999995,47.52,31.59015,1157.85309,51.57986,28.96493,119.83509,199.98,79.20000999999999,79.62487,0.48003,426.32988,10.500160000000001,8.84998,78.99991,185.15995,34.26017,79.72999,0.00499
29,53.160180000000004,-0.020040000000000002,347.12971,-8e-05,78.9301,100.00015,55.67991,-0.9999600000000001,-0.0008300000000000001,80.3101,32.29006,442.43977,28.91992,96.69993000000001,25.300079999999998,1018.08013,788.7998200000001,3.1163,384.99965,99.99999,7.074,47.52003,31.590009999999996,1157.85296,51.579840000000004,28.96511,119.83493999999999,199.97985,79.20003,79.62491999999999,0.48006000000000004,426.33000999999996,10.500110000000001,8.85012,78.99995,185.16008,34.26005,79.72997,0.00504
30,53.15975,-0.020040000000000002,347.1298,5e-05,78.92993,100.00008000000001,55.67994,-0.99984,-0.00067,80.30989,32.29015,442.43980999999997,28.919929999999997,96.69984000000001,25.2999,1018.0799900000001,788.7999,3.1162900000000002,384.99998999999997,99.99987,7.07407,47.52009,31.590020000000003,1157.85297,51.57999,28.964979999999997,119.835,199.53016000000002,79.20007,79.62491999999999,0.47993,426.33017,10.50004,8.850010000000001,78.99991,185.15997,34.26011,79.73013,0.00502
31,53.1599,-0.0201,347.13003,0.0001,78.92996,99.9998,55.68001999999999,-0.9999600000000001,-0.00084,80.31007,32.28999,442.43997,28.91988,96.70025,25.30002,1018.0799699999999,788.79998,3.11632,384.99978,100.00012,7.073989999999999,47.52005,31.589959999999998,1157.85295,51.57998,28.96505,119.83527,199.5301,79.20009,79.62510999999999,0.47998,426.32995999999997,10.5001,8.850010000000001,79.00005,185.16001,34.25983,79.93002,0.00502
32,53.16,-0.019969999999999998,347.12989,-2e-05,78.93030999999999,100.00007,55.680040000000005,-1.00006,-0.00081,80.30996999999999,32.29,442.43990999999994,28.919970000000003,96.69993000000001,25.30007,1018.08006,788.7998200000001,3.11642,384.99987000000004,100.00001,7.07384,47.52009,31.58983,1157.85303,51.58015,28.96497,119.83514,199.53001,79.20002,79.62495,0.47998,426.32993,10.50009,8.84993,78.99991,185.16011,34.26,79.93012,0.00503
33,53.160030000000006,-0.01994,347.12979,7e-05,78.93007,99.99982,55.679880000000004,-0.99989,-0.00079,80.30988,32.28978,442.43984000000006,28.91972,96.69998000000001,25.29994,1018.0799300000001,788.7997799999999,3.11637,369.94999,100.00003000000001,7.073980000000001,47.52017,31.589920000000003,1157.85301,51.57997,28.96493,119.83523999999998,199.52978000000002,79.20003,79.62488,0.47989,426.32985,10.50005,8.849910000000001,78.99991,185.15993999999998,34.25998,79.93,0.00504
34,53.15995,-0.020069999999999998,347.12984,2e-05,78.9299,100.00001,55.68022,-1.00009,-0.0006900000000000001,80.31000999999999,32.28998,442.43978,28.919970000000003,96.69995,25.29994,1018.0798199999999,788.80007,3.1165,369.95007000000004,100.00012,7.073989999999999,47.51998,31.589990000000004,1157.85285,51.57977,28.964879999999997,119.8351,199.5301,79.19988000000001,79.62501,0.48013,426.33,10.50007,8.849910000000001,78.99991,185.16,34.26003,79.92974,0.00502
35,53.160059999999994,-0.02022,347.13004,-5e-05,78.92981,99.99989000000001,55.680040000000005,-0.9999,-0.00086,80.31004,32.28975,441.53970999999996,28.9201,96.70009,25.29999,1018.0799900000001,788.79984,3.11639,369.95009,99.99998000000001,7.074,47.610079999999996,31.590059999999998,1157.8529800000001,51.57974,28.964940000000002,119.83492,199.53011999999998,79.2,79.6251,0.48003999999999997,426.33016,10.500169999999999,9.105,79.00004,185.15996,34.260040000000004,79.92995,0.0049700000000000005
36,53.15996,-0.01989,347.13002,-9e-05,78.93,99.99985,55.679959999999994,-0.9999,-0.0009,80.31008,32.29,441.53988,28.920009999999998,96.69989,25.2999,1018.0801,788.79981,3.11646,369.94993,100.0,7.07413,47.60986,31.589879999999997,1161.07203,51.58011,28.9651,119.83502,199.53011999999998,79.20011,79.62486,0.48005,426.33016,10.500110000000001,9.10488,78.99998000000001,185.16001,34.26015,79.93007,0.00492
37,53.15988,-0.019969999999999998,347.12976000000003,-0.00026000000000000003,78.92995,99.99989000000001,55.680009999999996,-0.99992,-0.00066,80.31000999999999,32.290009999999995,441.53992,28.9199,96.69993000000001,25.29992,1018.0802,788.79987,3.1164,369.95004,99.99996,7.07405,47.61018,31.59011,1161.07194,51.580020000000005,28.96497,119.83519,199.52991,79.19995,79.62483,0.47998,426.33002,10.499989999999999,9.10481,78.99996,185.15988000000002,33.84001,79.92989,0.0051
38,53.159969999999994,-0.0201,347.12993,0.00013000000000000002,78.92973,100.00018,55.67983,-1.0001200000000001,-0.0007599999999999999,80.31003,32.28993,441.53984,28.92005,96.69986,25.29992,1018.08,788.79987,3.1164,369.95021,99.99996,7.073989999999999,47.61003,31.59,1161.0722,51.58005,28.9648,119.8351,199.52998,79.19991,80.075,0.47998,426.33002999999997,10.50009,9.105089999999999,79.00004,185.15996,33.84013,79.93004,0.00504
39,53.159909999999996,-0.01995,347.13004,-0.0001,78.93,99.99979,55.680009999999996,-0.9999899999999999,-0.0009,80.30984000000001,32.28992,441.53986,28.919990000000002,96.70002,25.30007,1018.0798800000001,788.79986,3.11639,388.4998,100.00007,7.0739,47.610040000000005,31.589920000000003,1161.07191,51.58003,28.964990000000004,119.83502,199.52987,79.20018,80.07491999999999,0.47998999999999997,426.32997,10.500010000000001,9.10479,78.99991,185.16003999999998,33.84001,79.92996,0.00498
40,53.15995,-0.02008,347.12966,0.0001,78.9301,100.00009,55.67997,-0.99997,-0.00073,80.31000999999999,32.29014,441.53969000000006,28.9199,96.69986,25.30001,1018.0798199999999,788.7998299999999,3.11647,405.99994,100.00005999999999,7.07402,47.60994,31.58997,1161.0720099999999,51.580090000000006,28.965020000000003,119.83507,199.53008,79.19981,80.075,0.48005,426.32995999999997,10.50007,9.10489,79.0001,185.15988000000002,33.84013,79.92997,0.00499
41,53.160019999999996,-0.01993,347.12981,-5.9999999999999995e-05,78.9301,100.00013,55.68001999999999,-1.00005,-0.00081,80.31009,32.2899,441.53984,28.9198,96.70000999999999,25.29992,1018.08006,788.8,3.11633,405.99979,99.99996,7.073919999999999,47.60998,31.59005,1161.07211,51.57989,28.96513,119.83518000000001,199.53007,79.20000999999999,80.07491999999999,0.48012,426.33020999999997,10.50005,9.10515,79.00013,185.15983,33.8399,79.92992,0.00494
42,53.160109999999996,-0.02021,347.12997,1e-05,78.92994,100.00009,55.680209999999995,-0.99985,-0.0007599999999999999,79.89021,32.289970000000004,441.54008,28.91998,96.69995,25.299979999999998,1018.0800300000001,788.79988,3.11649,405.99987000000004,100.00001,7.073860000000001,47.609970000000004,31.5901,1161.07204,51.580009999999994,28.96476,119.83509,199.53016000000002,79.20006,80.07489,0.48011000000000004,425.69978,10.499839999999999,9.10507,79.00017,185.15988000000002,33.83999,79.92996,0.00498
43,53.160109999999996,-0.01996,347.12993,0.00018999999999999998,78.93002,99.99995,55.679869999999994,-0.9999100000000001,-0.00085,79.8899,32.29003,441.53987,28.9199,96.69991,25.30011,1018.08016,788.79995,3.11659,406.00017,100.00012,7.073910000000001,47.60986,31.5901,1161.07195,51.58007,28.965009999999996,119.83511999999999,199.53014,79.19985,80.07497,0.47997,425.69979000000006,10.5002,9.10483,79.00003000000001,185.16006000000002,33.83997,79.93002,0.00494
44,53.15996,-0.020030000000000003,347.13009,-4e-05,78.93,99.99993,55.679869999999994,-0.9998600000000001,-0.0007599999999999999,79.88998000000001,32.29011,441.53982,28.9201,96.70011,25.29994,1018.08,788.79994,3.11646,385.69989,100.00018,7.07412,47.61003,31.589959999999998,1161.072,51.57995,28.96517,119.83503999999999,199.53014,79.20006,80.07491,0.48001000000000005,425.69993,10.50015,9.10495,79.00019,185.16011,33.84004,79.92992,0.00507
45,53.15987,-0.020059999999999998,347.12976000000003,-5.9999999999999995e-05,78.92992,99.99998000000001,55.679919999999996,-1.00004,-0.00088,79.89012,32.28995,441.54007,28.91998,96.69991999999999,25.30003,1018.0799400000001,788.79985,3.11636,385.69978,100.00012,7.0739,47.60999,31.59011,1161.0719900000001,51.580020000000005,28.964959999999998,119.83501000000001,199.52993,79.20000999999999,80.07508,0.47986,425.69979000000006,10.500110000000001,9.10511,78.99993,185.16007,33.84,79.93012,0.00502
46,53.15999,-0.01977,347.12982,0.0,78.93006,99.99985,55.67981999999999,-1.00009,-0.0006799999999999999,79.89005,32.28993,441.53986,28.91987,96.69985,25.29985,1018.08012,788.7999,3.11631,385.69986,99.99996999999999,7.073930000000001,47.610040000000005,31.59,1161.072,51.57963,28.964959999999998,119.83507,199.53005,79.19996,80.07500999999999,0.47981999999999997,425.69955,10.50007,9.10488,78.99998000000001,185.15996,33.83995,79.92976,0.00511
47,53.16,-0.020030000000000003,347.1298,1e-05,78.93009,99.99986,55.6801,-1.00016,-0.0008699999999999999,79.88994,32.28986,441.54002,28.91992,96.70000999999999,25.3,1018.0800300000001,788.79991,3.11647,385.69971,100.0,7.0739600000000005,47.609790000000004,31.59008,1161.07188,51.58003,28.965009999999996,119.83505,199.53011,79.19999,80.075,0.47986999999999996,425.69999,10.49998,9.10487,78.99973,185.15983,33.839859999999994,79.92990999999999,0.00496
48,53.159969999999994,-0.02019,347.12993,0.00014,78.92985999999999,99.9999,55.679730000000006,-0.99995,-0.0008300000000000001,79.88999,32.28994,441.53994000000006,28.9201,96.69993000000001,25.29995,1018.0799699999999,788.7999599999999,3.1164,385.69989,99.99996,7.073980000000001,47.61003,31.590020000000003,1161.07189,51.580090000000006,28.96487,119.835,199.53003999999999,79.19996,80.07493000000001,0.48001000000000005,425.6998,10.500010000000001,9.10495,78.99994000000001,185.16013999999998,33.84026,79.92989,0.0049299999999999995
49,53.159890000000004,-0.02015,347.12993,-2.9999999999999997e-05,78.92995,99.99996,55.68016,-0.99997,-0.00078,79.89001999999999,32.2899,441.53986,28.919940000000004,96.69986999999999,25.2999,1018.08012,794.39959,3.1164099999999997,385.69967,100.00009,7.0740300000000005,47.61002,31.59003,1161.0720099999999,51.57991,28.980009999999996,119.83523000000001,199.53,79.20013,80.07508,0.48008,425.69965999999994,10.50002,9.10476,78.99998000000001,185.16016000000002,33.83996,79.92995,0.00474
50,53.15993,-0.01998,347.12985,-2.9999999999999997e-05,78.92989,99.99986,55.68001999999999,-1.0,-0.0009199999999999999,79.89012,32.2899,441.53988,28.91978,96.69995,25.30004,1018.0799699999999,794.39991,3.11643,385.69981,99.99995,7.07408,47.61031,31.58997,1161.0720099999999,51.58008,28.980009999999996,119.83508,199.53003999999999,79.19997,80.07506,0.48013,425.69975999999997,10.499939999999999,9.10496,79.00001999999999,185.1599,33.84017,79.93002,0.00503
51,53.1599,-0.01994,347.12987000000004,4e-05,78.93003,100.00004,55.67986,-1.00011,-0.00091,79.88985,32.289970000000004,441.53977000000003,28.9202,96.70002,25.30001,1018.0799400000001,794.39984,3.11647,385.69982000000005,99.99986,7.07401,47.61012,31.59014,1161.0722,51.57996,28.979979999999998,119.83518000000001,199.52998,79.20007,80.07491,0.48,425.69972,10.500010000000001,9.10492,78.99993,185.15998000000002,33.83992,79.93001,0.00492
52,53.160090000000004,-0.02008,347.12993,2.9999999999999997e-05,78.93003,99.99989000000001,55.68009,-0.9999299999999999,-0.00091,79.88996,32.29006,441.53992,28.92,96.70008,25.3,1018.08001,794.3997099999999,3.11634,385.69995,100.0,7.074,47.609970000000004,31.5901,1165.47111,51.57987,28.97993,119.83516000000002,199.53013,79.19989,80.07497,0.48007,425.69984000000005,10.50009,9.105139999999999,79.00001999999999,185.16019,33.840140000000005,79.92999,0.00511
53,53.160140000000006,-0.02001,347.12989,-0.00011,78.93005,100.00016,55.67998000000001,-1.00015,-0.0008300000000000001,79.8901,32.28985,441.53988,28.919909999999998,96.70004,25.30015,1018.08004,794.39959,3.11647,385.6998,100.00012,7.0739399999999995,47.60987,31.590009999999996,1165.47089,51.5799,28.979979999999998,119.83505,199.52986,79.19977,80.07504,0.48018,425.69982000000005,10.50002,9.105039999999999,78.99996999999999,185.15989,33.84,79.93009,0.00503
54,53.15996,-0.01992,347.12986,-0.00011999999999999999,78.92984,99.9999,55.67995,-1.00009,-0.00082,79.89005,32.29005,441.53992,28.919959999999996,96.69991999999999,25.30005,1018.08007,794.39985,3.11635,385.6998,100.00007,7.0740300000000005,47.60989,31.589890000000004,1165.47089,51.580009999999994,28.97985,119.8351,199.53,79.19981999999999,80.07481,0.4799,425.6998,10.500010000000001,9.10512,79.00007,185.16017,33.84005,79.93011,0.0050799999999999994
55,53.160090000000004,-0.01986,347.12994,-0.00011999999999999999,78.92992,100.00007,55.68001999999999,-0.9999600000000001,-0.00088,79.88993,32.29003,441.5398,28.92006,96.70000999999999,25.29985,1018.08004,794.3997099999999,3.11652,385.69957999999997,99.99996,7.073989999999999,47.60999,31.589920000000003,1165.47084,51.58016,28.98,119.83498999999999,199.52986,79.19991999999999,80.07497,0.47984,425.69984000000005,10.49971,9.10516,78.99999,185.16001,33.8401,79.9299,0.0050100000000000006
56,55.28013000000001,-0.02011,347.12962000000005,7e-05,78.92994,100.00004,55.68017,-1.00003,-0.0008900000000000001,79.89010999999999,32.290079999999996,441.54,28.91992,96.69985,25.29993,1018.0802,794.39991,3.11646,385.69969,99.99993,7.07405,47.61005,31.589879999999997,1180.67494,51.58014,28.98002,119.83511999999999,199.53017,79.19988000000001,80.0748,0.47985,425.69985999999994,10.500010000000001,9.510060000000001,79.00003000000001,185.15999,33.84018,79.93001,0.00492
57,55.27998,-0.019969999999999998,347.12992,1e-05,78.83998000000001,100.00012,55.67983,-0.9999600000000001,-0.00098,79.89003000000001,32.29002,441.53997999999996,28.9199,96.70004,25.30001,1018.07984,794.3998,3.11634,385.6998,100.00004,7.073910000000001,47.61018,31.590040000000002,1187.28996,51.579879999999996,28.98013,119.83516000000002,199.53003,79.20000999999999,80.07509,0.48002,425.69980999999996,10.50002,9.510069999999999,78.99985,185.15997,33.840070000000004,79.93002,0.00495
